# Line data CSV and plot json.

reference_time,reference_plasma_current,reconstruction_time,reconstruction_plasma_current,reference_axis_z,reconstruction_axis_z,x_point_z_time,x_point_z_reference,x_point_z_reconstruction,shape_rmse,growth_rate_time,growth_rate_gamma
0.0919,-110.0,0.09190011024475098,-118.97831448143286,0.2339,0.2246109951469559,0.4556,-0.6692477459016393,-0.7023189956194229,1.4488478655586992,0.5500001907348633,156.90689796242268
0.092,-110.0,0.09200000762939453,-118.58405042262423,0.2339,0.22433153374746354,0.4557,-0.6685934426229507,-0.6998174217401304,1.4318208606440317,0.5600001811981201,159.99898242016542
0.0921,-110.0,0.09210014343261719,-118.21974900463165,0.2339,0.2242272546430424,0.4558,-0.6679391393442622,-0.6987090788640429,1.4047145446556957,0.570000171661377,147.1849833313178
0.0922,-110.0,0.09220004081726074,-117.91817169700681,0.2339,0.2242294123491632,0.4559,-0.6672848360655738,-0.6977692599218012,1.3842578650873554,0.5800001621246338,165.31550694889995
0.0923,-110.0,0.0923001766204834,-117.6129490935314,0.2339,0.2240187100121298,0.456,-0.6666305327868852,-0.6990095440469388,1.3738048691559546,0.5900001525878906,158.94818354126699
0.0924,-110.0,0.09240007400512695,-117.39988390327103,0.2339,0.22395551348305823,0.4561,-0.6659762295081967,-0.6988546363422076,1.3529406847252161,0.6000001430511475,178.0594947598824
0.0925,-110.0,0.09250020980834961,-117.148063363689,0.2339,0.22396578170361725,0.4562,-0.6653219262295083,-0.6988546363422076,1.3303280638812371,0.6100001335144043,157.40034050257847
0.0926,-110.0,0.09260010719299316,-116.86742278467439,0.2339,0.22389138438606979,0.4563,-0.6646676229508197,-0.6983068846497298,1.3049168700485871,0.6200001239776611,151.98352289428115
0.0927,-110.0,0.09270000457763672,-116.51338930206745,0.2339,0.22391794478032578,0.4564,-0.6640133196721311,-0.6941748794053024,1.2777725535000433,0.630000114440918,148.12845881798214
0.0928,-110.0,0.09280014038085938,-116.15236575295236,0.2339,0.2239736774073681,0.4565,-0.6633590163934426,-0.6908143263767281,1.2554583873357164,0.6400001049041748,170.0049456007113
0.0929,-110.0,0.09290003776550293,-115.899276386071,0.2339,0.22423226702787485,0.4566,-0.6627047131147541,-0.6882801538629618,1.2303477162433236,0.6500000953674316,155.91177463941077
0.093,-110.0,0.09300017356872559,-115.70272566872046,0.2339,0.22433639505996913,0.4567,-0.6620504098360656,-0.6882279857515304,1.223926610896836,0.6600000858306885,178.46240119753128
0.0931,-110.0,0.09310007095336914,-115.71826152099429,0.2339,0.22421375830497065,0.4568,-0.6613961065573769,-0.6882753678874602,1.2680803615521579,0.6700000762939453,154.65543110076842
0.0932,-110.0,0.0932002067565918,-115.53206773480326,0.2339,0.22424187552514155,0.4569,-0.6607418032786885,-0.6882753678874602,1.2484310096726383,0.690000057220459,167.6263281614598
0.0933,-110.0,0.09330010414123535,-115.27441654375654,0.2339,0.22431624260406427,0.457,-0.6600874999999999,-0.6878601042765536,1.224615153254896,0.7000000476837158,149.51543836844758
0.0934,-110.0,0.0934000015258789,-115.00214150325994,0.2339,0.2245240377279086,0.4571,-0.6594331967213114,-0.6866455529403405,1.1969752367720667,0.7100000381469727,182.77074842089328
0.0935,-110.0,0.09350013732910156,-114.59831281917535,0.2339,0.2249345760684232,0.4572,-0.658778893442623,-0.6828675439191099,1.108525390465927,0.7200000286102295,148.04501919392288
0.0936,-110.0,0.09360003471374512,-114.45912287370392,0.2339,0.22509680724841558,0.4573,-0.6581245901639344,-0.6798278238390336,1.1576096396413016,0.7300000190734863,192.07570882182662
0.0937,-110.0,0.09370017051696777,-114.07207582217676,0.2339,0.2255991540936832,0.4574,-0.6574702868852459,-0.6767264249134971,1.0788646980710321,0.7400000095367432,142.88743139602425
0.0938,-110.0,0.09380006790161133,-113.88485200061679,0.2339,0.2258915201177633,0.4575,-0.6568159836065574,-0.6757099281501235,1.0708122714161077,0.75,182.3322034755302
0.0939,-110.0,0.09390020370483398,-113.97025338745465,0.2339,0.22578294145646238,0.4576,-0.6561616803278688,-0.6757099281501235,1.1276873206944604,0.7599999904632568,142.13097926307137
0.094,-110.0,0.09400010108947754,-113.61574900820918,0.2339,0.22591487337620195,0.4577,-0.6555073770491803,-0.6757971180226869,1.0441740010584848,0.7699999809265137,178.52719484059133
0.0941,-110.0,0.0940999984741211,-113.38705420605537,0.2339,0.2262188998519385,0.4578,-0.6548530737704917,-0.6762862291221645,1.0102961492603906,0.7799999713897705,153.74977782416664
0.0942,-110.0,0.09420013427734375,-113.17098031599609,0.2339,0.22644552138978138,0.4579,-0.6541987704918033,-0.6752439627844807,0.9866636822119711,0.7900002002716064,166.77076327428642
0.0943,-110.0,0.0943000316619873,-113.15987501646545,0.2339,0.22678451802211141,0.458,-0.6535444672131148,-0.670460647971971,1.0539690257293666,0.8000001907348633,167.34664178179275
0.0944,-110.0,0.09440016746520996,-112.72224755264952,0.2339,0.22725832406733967,0.4581,-0.6528901639344262,-0.667451611909676,0.9752817215832799,0.8100001811981201,167.21307766260614
0.0945,-110.0,0.09450006484985352,-112.5648644133243,0.2339,0.22763147042278348,0.4582,-0.6522358606557376,-0.6645158673400576,0.9785087913334242,0.820000171661377,171.55768839630707
0.0946,-110.0,0.09460020065307617,-112.48790209801264,0.2339,0.22798675867808768,0.4583,-0.6515815573770491,-0.6645158673400576,0.9729822556911029,0.8300001621246338,175.7005450904954
0.0947,-110.0,0.09470009803771973,-112.4248192708207,0.2339,0.22814708201221395,0.4584,-0.6509272540983606,-0.6642875515147186,0.9617716958563567,0.8400001525878906,173.10313087991486
0.0948,-110.0,0.09479999542236328,-112.26172894619567,0.2339,0.22817350504227754,0.4585,-0.650272950819672,-0.6649000691987303,0.9510977566119097,0.8500001430511475,142.470686664693
0.0949,-110.0,0.09490013122558594,-112.11559206386006,0.2339,0.22846049517476788,0.4586,-0.6496186475409835,-0.666174345697114,0.9318275617202567,0.8600001335144043,116.35544429246053
0.095,-110.0,0.09500002861022949,-111.88951890630244,0.2339,0.22884526210648232,0.4587,-0.648964344262295,-0.6637325707218958,0.9105049990157269,0.8700001239776611,48.17915934567386
0.0951,-110.0,0.09510016441345215,-111.69476698838724,0.2339,0.2292812734199532,0.4588,-0.6483100409836065,-0.6593780149594413,0.9202160775956348,0.880000114440918,31.471600989443644
0.0952,-110.0,0.0952000617980957,-111.47358746530848,0.2339,0.2295484015676011,0.4589,-0.6476557377049179,-0.6561108264454593,0.9400893996260894,0.8900001049041748,26.218905043354876
0.0953,-110.0,0.09530019760131836,-111.34049444557202,0.2339,0.23011216865897874,0.459,-0.6470014344262295,-0.654657700498308,0.9591557541778803,0.9000000953674316,10.695624806298621
0.0954,-110.0,0.09540009498596191,-111.26028677907433,0.2339,0.23050559752833133,0.4591,-0.6463471311475409,-0.6551328079615718,0.9677243106348784,0.9100000858306885,9.310147714058422
0.0955,-110.0,0.09549999237060547,-111.1958414806138,0.2339,0.23074778256563988,0.4592,-0.6456928278688524,-0.6539551597648916,0.9658859075919376,0.9200000762939453,12.533697288067698
0.0956,-110.0,0.09560012817382812,-111.13806141383625,0.2339,0.2308240613820679,0.4593,-0.645038524590164,-0.6539568876361551,0.9545608748439729,0.9300000667572021,13.491488618743105
0.09570000000000001,-110.0,0.09570002555847168,-111.00930324199014,0.2339,0.23103506593592946,0.4594,-0.6443842213114753,-0.6540369822561143,0.9270252902479542,0.940000057220459,10.352554221654827
0.0958,-110.0,0.09580016136169434,-110.8284530031906,0.2339,0.23143989938972584,0.4595,-0.6437299180327868,-0.6515045505309386,0.9222131663760234,0.9500000476837158,11.971395674606772
0.0959,-110.0,0.09590005874633789,-110.58503761174784,0.2339,0.23183614905647126,0.4596,-0.6430756147540984,-0.6486086109341777,0.9536689349831601,0.9600000381469727,10.028470418347473
0.096,-110.0,0.09600019454956055,-110.44839229090539,0.2339,0.23219183697833828,0.4597,-0.6424213114754098,-0.6467107539047096,0.9897283624845161,0.9700000286102295,8.024962645689298
0.0961,-110.0,0.0961000919342041,-110.3639463936915,0.2339,0.23266294356649436,0.4598,-0.6417670081967213,-0.6469303037515528,1.0123424305019135,0.9800000190734863,10.075151455693003
0.09620000000000001,-110.0,0.09619998931884766,-110.25361926952624,0.2339,0.23316794263277116,0.4599,-0.6411127049180327,-0.6460164016464801,1.027973907718309,0.9900000095367432,9.363919228566301
0.0963,-110.0,0.09630012512207031,-110.18949056997819,0.2339,0.233446387947603,0.46,-0.6404584016393442,-0.6456966708407621,1.0333561338834236,1.0,9.02599427985816
0.0964,-110.0,0.09640002250671387,-110.16786879762293,0.2339,0.2335348427714832,0.4601,-0.6398040983606557,-0.6460482379972308,1.0012577018717792,,
0.0965,-110.0,0.09650015830993652,-110.10374978600827,0.2339,0.23375122472694357,0.4602,-0.6391497950819671,-0.6455497023128165,0.9590024171785998,,
0.0966,-110.0,0.09660005569458008,-109.88759827561258,0.2339,0.23408742663032037,0.4603,-0.6384954918032787,-0.6428058446823011,0.9674780486781038,,
0.0967,-110.0,0.09670019149780273,-109.69152359478451,0.2339,0.23434481202434962,0.4604,-0.6378411885245902,-0.6401265614990427,1.0111966256053568,,
0.0968,-110.0,0.09680008888244629,-109.56635842819549,0.2339,0.23464513970586287,0.4605,-0.6371868852459016,-0.6399198446527318,1.0516249814675176,,
0.0969,-110.0,0.09690022468566895,-109.4809087145871,0.2339,0.23494985250743314,0.4606,-0.6365325819672132,-0.6400206394205715,1.0779529293785526,,
0.097,-110.0,0.0970001220703125,-109.38056115217529,0.2339,0.235548305188853,0.4607,-0.6358782786885246,-0.6391550740041227,1.1286526174143166,,
0.0971,-110.0,0.09710001945495605,-109.33638448527934,0.2339,0.23589089880957861,0.4608,-0.635223975409836,-0.6381956247657449,1.1362855942283392,,
0.0972,-110.0,0.09720015525817871,-109.39030820473164,0.2339,0.23591780020320602,0.4609,-0.6345696721311475,-0.6386260889535651,1.0472954972193165,,
0.0973,-110.0,0.09730005264282227,-109.30900040609981,0.2339,0.2359068731602426,0.461,-0.633915368852459,-0.6372514718052787,1.0004693336551795,,
0.0974,-110.0,0.09740018844604492,-109.35786109710043,0.2339,0.2358235728822034,0.4611,-0.6332610655737704,-0.634701255476938,1.2133904459904836,,
0.0975,-110.0,0.09750008583068848,-109.00515282632666,0.2339,0.236056084757586,0.4612,-0.6326067622950818,-0.6340726303799807,1.0797773698773576,,
0.0976,-110.0,0.09760022163391113,-108.92655693723646,0.2339,0.2362427914919693,0.4613,-0.6319524590163934,-0.6340726303799807,1.115330264380178,,
0.0977,-110.0,0.09770011901855469,-108.92267721158274,0.2339,0.2365430084554378,0.4614,-0.6312981557377049,-0.6340785785464483,1.135952889842588,,
0.0978,-110.0,0.09780001640319824,-108.78597605429762,0.2339,0.23680873481395798,0.4615,-0.6306438524590163,-0.632244088315889,1.155265858636439,,
0.0979,-110.0,0.0979001522064209,-109.05061489427942,0.2339,0.23678306941600374,0.4616,-0.6299895491803278,-0.6332990184907084,1.2954191987158152,,
0.098,-110.0,0.09800004959106445,-109.02444022565831,0.2339,0.2366375380563517,0.4617,-0.6293352459016394,-0.634658904166508,1.211968016807532,,
0.09809999999999999,-110.0,0.09810018539428711,-108.9283218441956,0.2339,0.23660893155878807,0.4618,-0.6286809426229508,-0.6316819244785356,1.2043703059972135,,
0.0982,-110.0,0.09820008277893066,-108.59692458062808,0.2339,0.23685114746258817,0.4619,-0.6280266393442623,-0.6281073077253636,1.0439916479100548,,
0.0983,-110.0,0.09830021858215332,-108.766160132863,0.2339,0.23686582292783723,0.462,-0.6273723360655737,-0.6281073077253636,1.2989645809791406,,
0.0984,-110.0,0.09840011596679688,-108.48197221552525,0.2339,0.23732291046599324,0.4621,-0.6267180327868852,-0.6284897314505108,1.1291399356726017,,
0.0985,-110.0,0.09850001335144043,-108.47210979064694,0.2339,0.23755815002943634,0.4622,-0.6260637295081967,-0.628090198637029,1.142731900115373,,
0.0986,-110.0,0.09860014915466309,-108.43391425272515,0.2339,0.23772703573643178,0.4623,-0.6254094262295082,-0.6267012665223746,1.1475975898882322,,
0.0987,-110.0,0.09870004653930664,-108.69270127034382,0.2339,0.23764124689197655,0.4624,-0.6247551229508197,-0.6270675382927331,1.2848476857616604,,
0.0988,-110.0,0.0988001823425293,-108.41066069654065,0.2339,0.2377782301537048,0.4625,-0.6241008196721312,-0.626576982852517,1.0233495490375233,,
0.0989,-110.0,0.09890007972717285,-108.66338662906047,0.2339,0.2374944538298824,0.4626,-0.6234465163934425,-0.6222467375399711,1.2378044609595793,,
0.099,-110.0,0.09900021553039551,-108.35794054001262,0.2339,0.23764045464214256,0.4627,-0.6227922131147541,-0.6222467375399711,1.0729552059877208,,
0.0991,-110.0,0.09910011291503906,-108.54794161995052,0.2339,0.2376442174628837,0.4628,-0.6221379098360655,-0.6218222513367354,1.319644082216303,,
0.0992,-110.0,0.09920001029968262,-108.25686652968902,0.2339,0.23798482348675848,0.4629,-0.6214836065573769,-0.6229011585683019,1.1418059418760462,,
0.0993,-110.0,0.09930014610290527,-108.27235816689371,0.2339,0.23807098459807377,0.463,-0.6208293032786885,-0.6217452845361444,1.1561174939584187,,
0.0994,-110.0,0.09940004348754883,-108.30361832703265,0.2339,0.23820358366350802,0.4631,-0.6201749999999999,-0.6215503988002801,1.144090223943264,,
0.0995,-110.0,0.09950017929077148,-108.53927271281435,0.2339,0.23798545857980566,0.4632,-0.6195206967213115,-0.6222758227046983,1.2584196132256422,,
0.0996,-110.0,0.09960007667541504,-108.32245597802397,0.2339,0.23816089405365792,0.4633,-0.6188663934426231,-0.6173188330584023,1.0100017193066386,,
0.0997,-110.0,0.0997002124786377,-108.51480215861393,0.2339,0.237908771853182,0.4634,-0.6182120901639345,-0.6173188330584023,1.227542157993466,,
0.0998,-110.0,0.09980010986328125,-108.27514085009304,0.2339,0.23809475154169787,0.4635,-0.6175577868852459,-0.6157758562246499,1.0673625055450224,,
0.0999,-110.0,0.0999000072479248,-108.22969495951995,0.2339,0.23834583109326166,0.4636,-0.6169034836065573,-0.616554353830852,1.097851992863379,,
0.1,-110.0,0.10000014305114746,-108.46347987678656,0.2339,0.23819009964286567,0.4637,-0.6162491803278688,-0.6171920107038471,1.300959070494673,,
0.1001,-110.0,0.10010004043579102,-108.48207074945566,0.2339,0.23846667470550617,0.4638,-0.6155948770491803,-0.6161779685142708,1.3141219278332472,,
0.1002,-110.0,0.10020017623901367,-108.46320219741145,0.2339,0.23848760565615015,0.4639,-0.6149405737704917,-0.6163561452448025,1.2743378816785094,,
0.1003,-110.0,0.10030007362365723,-108.26922787886826,0.2339,0.2386477730062756,0.464,-0.6142862704918033,-0.6126656819974037,0.9974710647436682,,
0.1004,-110.0,0.10040020942687988,-108.295337233869,0.2339,0.23857525598542348,0.4641,-0.6136319672131147,-0.6126656819974037,0.9818254279099295,,
0.1005,-110.0,0.10050010681152344,-108.49142522418839,0.2339,0.23846077884547243,0.4642,-0.6129776639344262,-0.6101913538312257,1.2099348128975407,,
0.1006,-110.0,0.10060000419616699,-108.47541254198515,0.2339,0.23868380475654244,0.4643,-0.6123233606557377,-0.6107806920097526,1.247137218553776,,
0.1007,-110.0,0.10070013999938965,-108.44463680132677,0.2339,0.23879601057685887,0.4644,-0.6116690573770491,-0.611879547225311,1.2718547535573395,,
0.1008,-110.0,0.1008000373840332,-108.48297624143481,0.2339,0.23899633395265035,0.4645,-0.6110147540983606,-0.612388344541991,1.272410161499728,,
0.1009,-110.0,0.10090017318725586,-108.46664936049719,0.2339,0.2392393118181441,0.4646,-0.610360450819672,-0.6113494440361752,1.2710627832130714,,
0.101,-110.0,0.10100007057189941,-108.31544450033238,0.2339,0.2393938396218187,0.4647,-0.6097061475409835,-0.6098710002145551,1.0149315721596548,,
0.1011,-110.0,0.10110020637512207,-108.30650275175772,0.2339,0.23929954462009834,0.4648,-0.6090518442622951,-0.6098710002145551,0.9482605123702063,,
0.1012,-110.0,0.10120010375976562,-108.53368429546651,0.2339,0.23916012926934865,0.4649,-0.6083975409836065,-0.6065767476847967,1.1572016654919777,,
0.1013,-110.0,0.10130000114440918,-108.29204261013294,0.2339,0.23954489368931056,0.465,-0.607743237704918,-0.6048875204242958,0.9976919256536784,,
0.1014,-110.0,0.10140013694763184,-108.24641220056198,0.2339,0.23972908914166555,0.4651,-0.6070889344262295,-0.6063237096255688,1.0328076640132038,,
0.1015,-110.0,0.10150003433227539,-108.23207495741646,0.2339,0.23985176828982982,0.4652,-0.6064346311475409,-0.6076797721551548,1.0437618055267612,,
0.1016,-110.0,0.10160017013549805,-108.2411301938755,0.2339,0.2399783686649505,0.4653,-0.6057803278688524,-0.6076272921333081,1.0624057479614981,,
0.1017,-110.0,0.1017000675201416,-108.47380558983969,0.2339,0.23989564372566735,0.4654,-0.6051260245901638,-0.6057497004925638,1.2318348452112418,,
0.1018,-110.0,0.10180020332336426,-108.33242992835063,0.2339,0.2401533494887033,0.4655,-0.6044717213114753,-0.6057497004925638,0.9506945791755792,,
0.1019,-110.0,0.10190010070800781,-108.5426388464241,0.2339,0.23997135333361186,0.4656,-0.6038174180327869,-0.603278109198609,1.1129127978594757,,
0.10200000000000001,-110.0,0.10199999809265137,-108.56098034803236,0.2339,0.24013355399373756,0.4657,-0.6031631147540983,-0.601773478656085,1.1417844785046944,,
0.1021,-110.0,0.10210013389587402,-108.5221755191051,0.2339,0.24021064819036406,0.4658,-0.6025088114754098,-0.6016116322304587,1.1730373594580996,,
0.1022,-110.0,0.10220003128051758,-108.53179485746156,0.2339,0.24051445622580206,0.4659,-0.6018545081967214,-0.6021422828524466,1.2147915043026587,,
0.1023,-110.0,0.10230016708374023,-108.53611508638276,0.2339,0.24071101430497563,0.466,-0.6012002049180328,-0.6025750345020001,1.2355641241248674,,
0.1024,-110.0,0.10240006446838379,-108.3370163688065,0.2339,0.24112079964373642,0.4661,-0.6005459016393442,-0.6019736013783772,1.0341781411382347,,
0.10250000000000001,-110.0,0.10250020027160645,-108.59546612804496,0.2339,0.2409505036115545,0.4662,-0.5998915983606556,-0.602312548634762,1.1762974106339839,,
0.1026,-110.0,0.10260009765625,-108.61704832705807,0.2339,0.24090776435955852,0.4663,-0.5992372950819671,-0.6016785349396558,1.1116175689687524,,
0.1027,-110.0,0.10269999504089355,-108.36495655496459,0.2339,0.24108480288739045,0.4664,-0.5985829918032786,-0.5996039344344316,0.912291252452185,,
0.1028,-110.0,0.10280013084411621,-108.58330885947632,0.2339,0.24107036590762093,0.4665,-0.5979286885245901,-0.5976579949412334,1.1503214483532787,,
0.1029,-110.0,0.10290002822875977,-108.30429561263867,0.2339,0.2413861412227417,0.4666,-0.5972743852459016,-0.5973442383818166,0.9911336526444664,,
0.10300000000000001,-110.0,0.10300016403198242,-108.58615336956375,0.2339,0.2414731940705425,0.4667,-0.5966200819672132,-0.5981909328519529,1.22376231043628,,
0.1031,-110.0,0.10310006141662598,-108.37546013954736,0.2339,0.24177157834667856,0.4668,-0.5959657786885246,-0.5990325739697605,1.0390247620106245,,
