# Line data CSV and plot json.

Subfigure A
growth_rate_time,growth_rate_gamma,reference_time,reference_elongation,reconstruction_time,reconstruction_elongation
0.46000003814697266,78.08114861904558,0.45,1.4,0.4500000476837158,1.4356364248639735
0.4700000286102295,97.36671876097637,0.4501,1.4,0.4501001834869385,1.4368871164577948
0.48000001907348633,111.85968866834173,0.4502,1.4,0.45020008087158203,1.434314055322729
0.49000000953674316,248.6420660185944,0.45030000000000003,1.4,0.4502999782562256,1.4248381990063277
0.5,371.54668355500417,0.4504,1.4,0.45040011405944824,1.4185419071348582
0.5099999904632568,469.15794160436235,0.4505,1.4,0.4505000114440918,1.4195310367790444
0.5199999809265137,673.3552086689106,0.4506,1.4,0.45060014724731445,1.4238543867193538
0.5300002098083496,1036.9109599999483,0.4507,1.4,0.450700044631958,1.4313309498434792
0.5400002002716064,1270.1763622003177,0.45080000000000003,1.4,0.45080018043518066,1.4342536428974997
0.5500001907348633,1378.904906353282,0.4509,1.4,0.4509000778198242,1.434297649948311
0.5600001811981201,1416.7137926100677,0.451,1.4,0.4510002136230469,1.433460710795541
0.570000171661377,1375.3719178276249,0.4511,1.4,0.45110011100769043,1.431908482660443
0.5800001621246338,1306.6731164620105,0.4512,1.4,0.451200008392334,1.43167610811172
0.5900001525878906,1366.7493977745341,0.45130000000000003,1.4,0.45130014419555664,1.4319090390574158
0.6000001430511475,1300.7995367858962,0.4514,1.4,0.4514000415802002,1.4340275130610887
0.6100001335144043,1359.141014229399,0.4515,1.4,0.45150017738342285,1.4345680778234449
0.6200001239776611,1340.52418281873,0.4516,1.4,0.4516000747680664,1.4324765581924364
0.630000114440918,1340.3278915555713,0.4517,1.4,0.45170021057128906,1.4282760340083385
0.6400001049041748,1272.4967735529517,0.45180000000000003,1.4,0.4518001079559326,1.4274232382046042
0.6500000953674316,1156.1191215322524,0.4519,1.4,0.45190000534057617,1.429457014216715
0.6600000858306885,1339.146673391795,0.452,1.4,0.45200014114379883,1.4389696341169775
0.6700000762939453,1191.6690942103257,0.4521,1.4,0.4521000385284424,1.448050527968657
0.6800000667572021,1332.4551084632938,0.4522,1.4,0.45220017433166504,1.4547590178217376
0.690000057220459,1300.0791653162119,0.45230000000000004,1.4,0.4523000717163086,1.4588612611495904
0.7000000476837158,1257.563995921937,0.4524,1.4,0.45240020751953125,1.4582327542688918
0.7100000381469727,1270.5937940606254,0.4525,1.4,0.4525001049041748,1.4524109419109172
0.7200000286102295,1258.9990027048905,0.4526,1.4,0.45260000228881836,1.445667230329369
0.7300000190734863,1258.714617988866,0.4527,1.4,0.452700138092041,1.4428724564620803
0.7400000095367432,1275.1867289366692,0.45280000000000004,1.4,0.45280003547668457,1.4482992564402937
0.75,1269.4585741686717,0.4529,1.4,0.4529001712799072,1.4581621881843667
0.7599999904632568,1227.3426390483994,0.453,1.4,0.4530000686645508,1.4659394556507652
0.7699999809265137,1177.1910927865702,0.4531,1.4,0.45310020446777344,1.4723029692882352
0.7799999713897705,1201.6894085319461,0.4532,1.4,0.453200101852417,1.4719158769604763
0.7900002002716064,1158.3411310536833,0.45330000000000004,1.4,0.45329999923706055,1.4685834254085885
0.8000001907348633,1256.419173617156,0.4534,1.4,0.4534001350402832,1.457855373868346
0.8100001811981201,1270.6057106635044,0.4535,1.4,0.45350003242492676,1.449842094542774
0.820000171661377,1226.8133001078845,0.4536,1.4,0.4536001682281494,1.4526831958016468
0.8300001621246338,1239.5238161452412,0.4537,1.4,0.45370006561279297,1.4604586570684286
0.8400001525878906,1235.066766505445,0.45380000000000004,1.4,0.4538002014160156,1.466151108452792
0.8500001430511475,1216.7101176018332,0.4539,1.4,0.4539000988006592,1.469988614066206
0.8600001335144043,1167.4442735120538,0.454,1.4,0.45399999618530273,1.4718410508047286
0.8700001239776611,1169.2429468143966,0.4541,1.4,0.4541001319885254,1.4687411517641975
0.880000114440918,1199.8632591658024,0.4542,1.4,0.45420002937316895,1.4576057576548118
0.8900001049041748,1209.1075853797192,0.45430000000000004,1.4,0.4543001651763916,1.450384606864987
0.9000000953674316,1263.6591543422576,0.4544,1.4,0.45440006256103516,1.449856800066476
0.9100000858306885,1244.2646868586398,0.4545,1.4,0.4545001983642578,1.452960684958292
0.9200000762939453,1236.298740713968,0.4546,1.4,0.45460009574890137,1.454865062859922
0.9300000667572021,1263.1869616639594,0.4547,1.4,0.4546999931335449,1.457309273092541
0.940000057220459,1176.3097550397674,0.45480000000000004,1.4,0.4548001289367676,1.4579938124953873
0.9500000476837158,1173.5537913241733,0.4549,1.4,0.45490002632141113,1.45614552007933
0.9600000381469727,1207.6077291378406,0.455,1.4,0.4550001621246338,1.4485352689257693
0.9700000286102295,1215.7067815510043,0.4551,1.4,0.45510005950927734,1.4428774698957496
0.9800000190734863,1267.1605836174244,0.4552,1.4,0.4552001953125,1.441390707406288
0.9900000095367432,1206.9644950303293,0.45530000000000004,1.4,0.45530009269714355,1.4416232861849032
1.0,1149.295759667304,0.4554,1.4,0.4553999900817871,1.4419710372638987
,,0.4555,1.4,0.45550012588500977,1.4420184817342188
,,0.4556,1.4,0.4556000232696533,1.4405241145791283
,,0.4557,1.4,0.455700159072876,1.431619695092598
,,0.45580000000000004,1.4,0.45580005645751953,1.4253259172676847
,,0.4559,1.4,0.4559001922607422,1.4231160235077662
,,0.456,1.4,0.45600008964538574,1.4230729904093857
,,0.4561,1.4,0.4560999870300293,1.4248244039167997
,,0.4562,1.4,0.45620012283325195,1.4261629377451828
,,0.45630000000000004,1.4,0.4563000202178955,1.430970078860925
,,0.45640000000000003,1.4,0.45640015602111816,1.426518569353414
,,0.4565,1.4,0.4565000534057617,1.4193747690913259
,,0.4566,1.4,0.4566001892089844,1.4167812554544046
,,0.4567,1.4,0.45670008659362793,1.4167854671189488
,,0.4568,1.4,0.4567999839782715,1.4191139985868846
,,0.45690000000000003,1.4,0.45690011978149414,1.4224377036267064
,,0.457,1.4,0.4570000171661377,1.4244740962205003
,,0.4571,1.4,0.45710015296936035,1.4274236383537064
,,0.4572,1.4,0.4572000503540039,1.4208687568619396
,,0.4573,1.4,0.45730018615722656,1.4152857352484545
,,0.45740000000000003,1.4,0.4574000835418701,1.4147195044955534
,,0.4575,1.4,0.45749998092651367,1.416765683321084
,,0.4576,1.4,0.45760011672973633,1.4195593860724882
,,0.4577,1.4,0.4577000141143799,1.4225358812715827
,,0.4578,1.4,0.45780014991760254,1.425729063054862
,,0.45790000000000003,1.4,0.4579000473022461,1.4254007258957706
,,0.458,1.4,0.45800018310546875,1.4160764828401324
,,0.4581,1.4,0.4581000804901123,1.4114457034806493
,,0.4582,1.4,0.45819997787475586,1.4127353622417873
,,0.4583,1.4,0.4583001136779785,1.4169059608868215
,,0.45840000000000003,1.4,0.45840001106262207,1.421614651558609
,,0.4585,1.4,0.4585001468658447,1.4242979009095416
,,0.4586,1.4,0.4586000442504883,1.4273371038779918
,,0.4587,1.4,0.45870018005371094,1.422870605068576
,,0.4588,1.4,0.4588000774383545,1.4133085066471565
,,0.45890000000000003,1.4,0.45890021324157715,1.4102329781674794
,,0.459,1.4,0.4590001106262207,1.4139981341855317
,,0.4591,1.4,0.45910000801086426,1.4187706622234029
,,0.4592,1.4,0.4592001438140869,1.4235172337641082
,,0.4593,1.4,0.45930004119873047,1.4274538199319198
,,0.45940000000000003,1.4,0.4594001770019531,1.4272878535843
,,0.4595,1.4,0.4595000743865967,1.4196443113043846
,,0.4596,1.4,0.45960021018981934,1.4115639922839998
,,0.4597,1.4,0.4597001075744629,1.4127819344597377
,,0.4598,1.4,0.45980000495910645,1.4174266299376146
,,0.45990000000000003,1.4,0.4599001407623291,1.421642599645215
,,0.46,1.4,0.46000003814697266,1.426361087116376
,,0.4601,1.4,0.4601001739501953,1.4291514907280807
,,0.4602,1.4,0.46020007133483887,1.4260867694305297
,,0.4603,1.4,0.4603002071380615,1.4175860686483757
,,0.46040000000000003,1.4,0.4604001045227051,1.4136023662938308
,,0.4605,1.4,0.46050000190734863,1.4158469032555534
