# Line data CSV and plot json.

reconstruction_time_70599,reconstruction_elongation_70599,reconstruction_time_70600,reconstruction_elongation_70600,reconstruction_triangularity_70599,reconstruction_triangularity_70600,reconstruction_rmse_70599,reconstruction_rmse_70600,rmse_time,rmse,reconstruction_ip_error_70599,reconstruction_ip_error_70600
0.08720016479492188,1.2062166634035025,0.08720016479492188,1.2030882498628868,0.07205037705852545,0.06861255069880012,0.010620432439835934,0.01051850470325577,0.08720016479492188,0.0020022367483203854,-6.689923925063864,-5.9803125742578125
0.08730006217956543,1.2075328775631735,0.08730006217956543,1.2041179569690812,0.07246245632646854,0.06890472257672435,0.010440345432303714,0.010445730756683138,0.08730006217956543,0.002034676350707369,-6.728037275344483,-6.053167601498833
0.08740019798278809,1.2093812612406403,0.08740019798278809,1.2057087470375318,0.07324566824829253,0.06919282274007182,0.010207675022300211,0.010348127468208252,0.08740019798278809,0.0020971529379307774,-6.753278586279746,-6.103320199835929
0.08750009536743164,1.2107453945782296,0.08750009536743164,1.207628144180008,0.07401520709015953,0.06998453466866597,0.010061466792486231,0.010207272782467997,0.08750009536743164,0.002409682240991925,-6.740433447503863,-6.155658541501296
0.0875999927520752,1.2110753683165543,0.0875999927520752,1.2099974674894232,0.07424160324027415,0.07124729431091342,0.010059984656106497,0.010089823233102486,0.0875999927520752,0.0028819129921274235,-6.697825950523926,-6.208579658379429
0.08770012855529785,1.21084263353946,0.08770012855529785,1.2117673544890233,0.07410023497552101,0.07235620740234036,0.010165625249596669,0.010030324682207317,0.08770012855529785,0.0031667422532518164,-6.711309350485099,-6.171755336113361
0.0878000259399414,1.2115612910824543,0.0878000259399414,1.2121255138302156,0.07438694501333601,0.07259535724115795,0.010106339937111583,0.010075140522609724,0.0878000259399414,0.0028917312737399893,-6.6969977470076705,-6.137568676001974
0.08790016174316406,1.2123248827668267,0.08790016174316406,1.2109713397366457,0.07437771435931546,0.07208930060886719,0.010029809795059661,0.010209112206986474,0.08790016174316406,0.002568226221315468,-6.737950874978327,-6.055004515099572
0.08800005912780762,1.2132124698974929,0.08800005912780762,1.2103270721991337,0.0744346876443383,0.07160814694217692,0.009917948945685954,0.010193570035378657,0.08800005912780762,0.0024161237566152583,-6.765855032191,-6.053411700281868
0.08810019493103027,1.214242428676188,0.08810019493103027,1.211303787826423,0.07465154642144164,0.07158767452129167,0.009720913352651198,0.010091520296468778,0.08810019493103027,0.0026171239393230506,-6.753716842315189,-6.08124141216086
0.08820009231567383,1.2160134046929831,0.08820009231567383,1.2133207823864147,0.0758758731234649,0.07234006528267838,0.009585311993486445,0.009970015666713152,0.08820009231567383,0.00302590844112147,-6.714858562837588,-6.050324703578488
0.08829998970031738,1.2160729436085118,0.08829998970031738,1.2157811885945702,0.07584752977041918,0.07361631076475272,0.009663058842875173,0.009839268731996644,0.08829998970031738,0.003323237215325933,-6.707475721472933,-6.045438601876609
0.08840012550354004,1.2158375429609696,0.08840012550354004,1.2172368204533628,0.07589749139955637,0.07446302369116747,0.00976045062007689,0.00977366634895064,0.08840012550354004,0.0035073601011906476,-6.685615961651347,-5.949150745055464
0.0885000228881836,1.2161832677350919,0.0885000228881836,1.2172640260478287,0.07609285616863687,0.07450444216615282,0.00965771879337364,0.009729504984060364,0.0885000228881836,0.003533005071977392,-6.643608297513216,-5.843572466655663
0.08860015869140625,1.2176678597804502,0.08860015869140625,1.216221460899209,0.07740274115693199,0.07398249541425751,0.00941367354951486,0.009764320026724988,0.08860015869140625,0.0034942631334454947,-6.515504134872433,-5.749314071800269
0.0887000560760498,1.219501304321575,0.0887000560760498,1.2154031801886365,0.07860156419916067,0.07370998476725119,0.009068147495715473,0.009822970426529234,0.0887000560760498,0.003603181394097009,-6.395336110642965,-5.6873835198036105
0.08880019187927246,1.2214254683354295,0.08880019187927246,1.2175598977834334,0.07959454915391004,0.07490277720459892,0.008745910738091535,0.00968649856238014,0.08880019187927246,0.0038867408996048672,-6.168954995101056,-5.681035346686898
0.08890008926391602,1.2231097635371586,0.08890008926391602,1.22072961978297,0.08069673252271656,0.0764571523418684,0.008481192997401556,0.009417538289463711,0.08890008926391602,0.004101249637095779,-6.003284077897697,-5.608899105069839
0.08900022506713867,1.224134513934872,0.08900022506713867,1.2236008438511896,0.08150572711149118,0.0779578502272153,0.0082057955846629,0.009182608766807203,0.08900022506713867,0.004319449239085381,-5.8269794576274,-5.4969201406495705
0.08910012245178223,1.2232539037102144,0.08910012245178223,1.225258128706829,0.08100430026302705,0.07906455212991081,0.008176539405597354,0.008910717143102912,0.08910012245178223,0.004580321753007728,-5.696011636295327,-5.282417614371341
0.08920001983642578,1.2219318586815777,0.08920001983642578,1.2257953766620888,0.08026247821712232,0.07960826720675453,0.008167553287702614,0.00862903763696563,0.08920001983642578,0.0050606799035403365,-5.545942813781381,-5.083522287469154
0.08930015563964844,1.222456772480894,0.08930015563964844,1.2256478518948226,0.0809088843118851,0.0798225854522015,0.008018699999417282,0.00853667924336946,0.08930015563964844,0.0048049365572244125,-5.414144398678938,-4.883572572582052
0.08940005302429199,1.2244338464798938,0.08940005302429199,1.2244357473907257,0.0826964230375668,0.07942379293176538,0.007693857191631151,0.008441413136595218,0.08940005302429199,0.004247929575375558,-5.186209935694671,-4.66679449415626
0.08950018882751465,1.2268000568423794,0.08950018882751465,1.22401229685357,0.084605217691641,0.07946369239574597,0.007351275784109318,0.008207482553320744,0.08950018882751465,0.00399547168587022,-4.916889770288399,-4.5205673007283185
0.0896000862121582,1.2286962393472354,0.0896000862121582,1.226106340154247,0.086141541752612,0.08089253636110158,0.007026702905964019,0.007895048399104924,0.0896000862121582,0.004121530043193505,-4.675580415074423,-4.40748689075606
0.08970022201538086,1.2300717648990074,0.08970022201538086,1.2289397882266997,0.087337516819698,0.08264582644199667,0.006767307671837555,0.0076937284968233415,0.08970022201538086,0.00438895822116619,-4.4397190194769065,-4.29863852848619
