# Line data CSV and plot json.

Subfigure A
reference_time,reference_radius,reconstruction_time,reconstruction_radius,reference_axis_z,reconstruction_axis_z,growth_rate_time,growth_rate,reference_plasma_current,reconstruction_plasma_current
0.4045,0.88,0.40450000762939453,0.8673856334960868,0.24986,0.25525415400819773,,,-120.0,-118.04494126479169
0.4046,0.88,0.4046001434326172,0.8677863471606679,0.24986,0.25534090698116807,,,-120.0,-118.10837217770438
0.4047,0.88,0.40470004081726074,0.8679260458837401,0.24986,0.25533978257494633,,,-120.0,-118.1692632387391
0.40480000000000005,0.88,0.4048001766204834,0.8680801517187212,0.24986,0.2553274709400191,,,-120.0,-118.16889676574144
0.40490000000000004,0.88,0.40490007400512695,0.8676613241985539,0.24986,0.2552753761970119,,,-120.0,-118.17644820878208
0.405,0.88,0.4050002098083496,0.867527332078348,0.24986,0.2551852045149515,,,-120.0,-118.15382298330408
0.4051,0.88,0.40510010719299316,0.867222095796921,0.24986,0.25534537516955985,,,-120.0,-118.090072440187
0.4052,0.88,0.4052000045776367,0.8672272212649155,0.24986,0.2553477720367412,,,-120.0,-118.11317447229652
0.40530000000000005,0.88,0.4053001403808594,0.8676807089988767,0.24986,0.2553269493095944,,,-120.0,-118.14287206081252
0.40540000000000004,0.88,0.40540003776550293,0.8680999421774708,0.24986,0.2553645701917805,,,-120.0,-118.21670931879777
0.4055,0.88,0.4055001735687256,0.8681238303979266,0.24986,0.2552277942970208,,,-120.0,-118.23908462722349
0.4056,0.88,0.40560007095336914,0.8681230800557225,0.24986,0.255246263712255,,,-120.0,-118.25543667648124
0.4057,0.88,0.4057002067565918,0.8677983975564305,0.24986,0.2550543035726335,,,-120.0,-118.26048855383115
0.40580000000000005,0.88,0.40580010414123535,0.8674390637345244,0.24986,0.2551007305158905,,,-120.0,-118.13618013852582
0.40590000000000004,0.88,0.4059000015258789,0.867024205132744,0.24986,0.2552683485611782,,,-120.0,-118.05039416257009
0.406,0.88,0.40600013732910156,0.8670538533521004,0.24986,0.2552288426893716,,,-120.0,-118.06786230612946
0.4061,0.88,0.4061000347137451,0.8676153018432433,0.24986,0.25514132270829054,,,-120.0,-118.22087169246232
0.4062,0.88,0.4062001705169678,0.8679869403186802,0.24986,0.2551243323870769,,,-120.0,-118.2998870878111
0.4063,0.88,0.40630006790161133,0.8679773841495374,0.24986,0.2551275133512936,,,-120.0,-118.3126109074617
0.40640000000000004,0.88,0.406400203704834,0.8680916020258667,0.24986,0.2549574375328289,,,-120.0,-118.34231863532362
0.40650000000000003,0.88,0.40650010108947754,0.8679263683681406,0.24986,0.25487169033958545,,,-120.0,-118.33544716860284
0.4066,0.88,0.4065999984741211,0.867443737934598,0.24986,0.25493359151656786,,,-120.0,-118.24395737630665
0.4067,0.88,0.40670013427734375,0.8673595565409007,0.24986,0.2550248296801823,,,-120.0,-118.20673701774022
0.40680000000000005,0.88,0.4068000316619873,0.8677955703283778,0.24986,0.2548862556884811,,,-120.0,-118.242516797378
0.40690000000000004,0.88,0.40690016746520996,0.8681318564560291,0.24986,0.2549689539060229,,,-120.0,-118.30796071714657
0.40700000000000003,0.88,0.4070000648498535,0.8681945429815509,0.24986,0.2550025257231172,,,-120.0,-118.3196927026534
0.4071,0.88,0.40710020065307617,0.8683801818777745,0.24986,0.2549366034244976,,,-120.0,-118.39796420499155
0.4072,0.88,0.4072000980377197,0.8682287299304033,0.24986,0.25492286476045223,,,-120.0,-118.35198412801057
0.4073,0.88,0.4072999954223633,0.8678322802137619,0.24986,0.2550926920737369,,,-120.0,-118.30220378960098
0.40740000000000004,0.88,0.40740013122558594,0.8672380361948405,0.24986,0.2552611721527251,,,-120.0,-118.17828879647178
0.40750000000000003,0.88,0.4075000286102295,0.8673502394372407,0.24986,0.25516387497149096,,,-120.0,-118.1654505923365
0.4076,0.88,0.40760016441345215,0.8677663445583054,0.24986,0.2551236848456673,,,-120.0,-118.30415180489281
0.4077,0.88,0.4077000617980957,0.8683765326390379,0.24986,0.2551229893091443,,,-120.0,-118.40655772122497
0.4078,0.88,0.40780019760131836,0.8685381500502055,0.24986,0.2552296278889614,,,-120.0,-118.49161372024697
0.40790000000000004,0.88,0.4079000949859619,0.8685065906715921,0.24986,0.2551116623660807,,,-120.0,-118.45453854969307
0.40800000000000003,0.88,0.40799999237060547,0.8679990663107847,0.24986,0.2551232674231521,,,-120.0,-118.42942181397618
0.4081,0.88,0.4081001281738281,0.8674161408803648,0.24986,0.2552395829551608,,,-120.0,-118.37539985720998
0.4082,0.88,0.4082000255584717,0.8671746765093618,0.24986,0.25540024040965165,,,-120.0,-118.27373049223063
0.4083,0.88,0.40830016136169434,0.8675459558428208,0.24986,0.2553283056602975,,,-120.0,-118.29279083600106
0.40840000000000004,0.88,0.4084000587463379,0.86811079925648,0.24986,0.2552833283940986,,,-120.0,-118.3584670506673
0.40850000000000003,0.88,0.40850019454956055,0.8683584125745747,0.24986,0.25526869097993454,,,-120.0,-118.43923070155026
0.4086,0.88,0.4086000919342041,0.868296255958936,0.24986,0.255371934581995,,,-120.0,-118.45236290557712
0.4087,0.88,0.40869998931884766,0.8683547115329191,0.24986,0.25534425674701516,,,-120.0,-118.43828794104961
0.4088,0.88,0.4088001251220703,0.8680905415493968,0.24986,0.2553535609234961,,,-120.0,-118.4045211220271
0.40890000000000004,0.88,0.40890002250671387,0.8673860842640396,0.24986,0.2553494227758827,,,-120.0,-118.26594656722591
0.40900000000000003,0.88,0.4090001583099365,0.8671154326255055,0.24986,0.2554598679629029,,,-120.0,-118.23179510418329
0.4091,0.88,0.4091000556945801,0.8674518920277943,0.24986,0.2555064863149148,,,-120.0,-118.24366918839851
0.4092,0.88,0.40920019149780273,0.8678655110124309,0.24986,0.25541995826568015,,,-120.0,-118.34085323485495
0.4093,0.88,0.4093000888824463,0.8683078678821065,0.24986,0.2553810809720517,,,-120.0,-118.38759291603677
0.40940000000000004,0.88,0.40939998626708984,0.8682557526174608,0.24986,0.25546014337628037,,,-120.0,-118.46216446170982
0.40950000000000003,0.88,0.4095001220703125,0.8679320738086659,0.24986,0.2554512769880577,,,-120.0,-118.40128016566159
0.4096,0.88,0.40960001945495605,0.8673278489445683,0.24986,0.25539778198340013,,,-120.0,-118.30084818739674
0.4097,0.88,0.4097001552581787,0.8670438806203581,0.24986,0.25539669582990865,,,-120.0,-118.24427127985221
0.4098,0.88,0.40980005264282227,0.8673697308880914,0.24986,0.2555519490896495,,,-120.0,-118.2390540056765
0.40990000000000004,0.88,0.4099001884460449,0.867849516027958,0.24986,0.255612518400676,,,-120.0,-118.25368315654978
0.41000000000000003,0.88,0.4100000858306885,0.8680895908620788,0.24986,0.2556492276567378,,,-120.0,-118.3570220634894
0.4101,0.88,0.41009998321533203,0.8681234667798967,0.24986,0.2555830357968755,,,-120.0,-118.34895431665163
0.4102,0.88,0.4102001190185547,0.8679015300479016,0.24986,0.2553981286939112,,,-120.0,-118.42235904405796
0.4103,0.88,0.41030001640319824,0.867699236451488,0.24986,0.25516053619768403,,,-120.0,-118.2982066089955
0.41040000000000004,0.88,0.4104001522064209,0.8675764467631981,0.24986,0.2551168078785325,,,-120.0,-118.27374277092667
0.41050000000000003,0.88,0.41050004959106445,0.867327805024064,0.24986,0.25545529381608034,,,-120.0,-118.17985610392
0.4106,0.88,0.4106001853942871,0.8673152492366902,0.24986,0.25552531025443137,,,-120.0,-118.22533036897657
0.4107,0.88,0.41070008277893066,0.8677318599292151,0.24986,0.2554408431135093,,,-120.0,-118.28216765078096
0.4108,0.88,0.4107999801635742,0.8680020876077504,0.24986,0.2552517787247721,,,-120.0,-118.38305525462576
0.41090000000000004,0.88,0.4109001159667969,0.8681043939099247,0.24986,0.2550108205870929,,,-120.0,-118.4314499460602
0.41100000000000003,0.88,0.41100001335144043,0.868036078876594,0.24986,0.2550136336600629,,,-120.0,-118.45804125301377
0.4111,0.88,0.4111001491546631,0.8676811157115554,0.24986,0.2550233745081092,,,-120.0,-118.42466630468853
0.4112,0.88,0.41120004653930664,0.8677224986392773,0.24986,0.25503826650557476,,,-120.0,-118.35410792699575
0.4113,0.88,0.4113001823425293,0.8674782657564116,0.24986,0.25510947960249636,,,-120.0,-118.3198478324616
0.41140000000000004,0.88,0.41140007972717285,0.8674852974772125,0.24986,0.2549771526483627,,,-120.0,-118.38093405487525
0.41150000000000003,0.88,0.4115002155303955,0.8678963396351776,0.24986,0.25476979101838315,,,-120.0,-118.46200164111066
0.4116,0.88,0.41160011291503906,0.8683281541061615,0.24986,0.2546656835499018,,,-120.0,-118.55770564794715
0.4117,0.88,0.4117000102996826,0.8680157271499712,0.24986,0.25455885928547356,,,-120.0,-118.55527831191617
0.4118,0.88,0.4118001461029053,0.8678814824228466,0.24986,0.2544314209253204,,,-120.0,-118.55470972807242
0.41190000000000004,0.88,0.41190004348754883,0.8676837556980482,0.24986,0.2543375252089715,,,-120.0,-118.50660109100613
0.41200000000000003,0.88,0.4120001792907715,0.8672459182646636,0.24986,0.25424606581278997,,,-120.0,-118.45995922318092
0.4121,0.88,0.41210007667541504,0.8671696419900612,0.24986,0.2541260590099903,,,-120.0,-118.3925352529996
0.4122,0.88,0.4122002124786377,0.8676419592967254,0.24986,0.25410523971288584,,,-120.0,-118.49809667028164
0.4123,0.88,0.41230010986328125,0.8681109082313605,0.24986,0.25397265313201867,,,-120.0,-118.5413821059404
0.41240000000000004,0.88,0.4124000072479248,0.8683044879094598,0.24986,0.25401824635485126,,,-120.0,-118.59933395108514
0.41250000000000003,0.88,0.41250014305114746,0.8681246150937247,0.24986,0.2538767045661626,,,-120.0,-118.61090330643142
0.4126,0.88,0.412600040435791,0.8679272052356364,0.24986,0.2536824827783259,,,-120.0,-118.5862535340831
0.4127,0.88,0.41270017623901367,0.8673573570225181,0.24986,0.2536687863121879,,,-120.0,-118.51894922439749
0.4128,0.88,0.4128000736236572,0.8667398138236125,0.24986,0.2536222727676699,,,-120.0,-118.44217132491247
0.41290000000000004,0.88,0.4129002094268799,0.8668773527928656,0.24986,0.2535398906904288,,,-120.0,-118.43048968021807
0.41300000000000003,0.88,0.41300010681152344,0.867563188201444,0.24986,0.2534524222909464,,,-120.0,-118.46395344642862
0.4131,0.88,0.413100004196167,0.8681041812721997,0.24986,0.25350240837673355,,,-120.0,-118.53937932273513
0.4132,0.88,0.41320013999938965,0.8680469462731356,0.24986,0.25358107719523193,,,-120.0,-118.58701257455151
0.4133,0.88,0.4133000373840332,0.8678437295350506,0.24986,0.253630433677107,,,-120.0,-118.54834258989789
0.41340000000000005,0.88,0.41340017318725586,0.8674293212953293,0.24986,0.2536664382746686,,,-120.0,-118.52601795910563
0.41350000000000003,0.88,0.4135000705718994,0.867229979368307,0.24986,0.2536079070065365,,,-120.0,-118.41167631055409
0.4136,0.88,0.41360020637512207,0.8668505263716331,0.24986,0.2536868550527637,,,-120.0,-118.33746322921286
0.4137,0.88,0.4137001037597656,0.8668880427660227,0.24986,0.25357343786937514,,,-120.0,-118.31333246174766
0.4138,0.88,0.4138000011444092,0.867369026538857,0.24986,0.25352224949978214,,,-120.0,-118.44770775222615
0.41390000000000005,0.88,0.41390013694763184,0.8677589299242919,0.24986,0.25332649655357214,,,-120.0,-118.46747167350853
0.41400000000000003,0.88,0.4140000343322754,0.8678141287356046,0.24986,0.2533533908761972,,,-120.0,-118.57070843103543
0.4141,0.88,0.41410017013549805,0.8673791846454977,0.24986,0.2533104656263598,,,-120.0,-118.51744887701874
0.4142,0.88,0.4142000675201416,0.8668199417395003,0.24986,0.2531723957879666,,,-120.0,-118.42756580396154
0.4143,0.88,0.41430020332336426,0.8667002846021075,0.24986,0.2532420999802757,,,-120.0,-118.37228903895655
0.41440000000000005,0.88,0.4144001007080078,0.8668253025893254,0.24986,0.2533052562091927,,,-120.0,-118.35882922556729
0.41450000000000004,0.88,0.41449999809265137,0.8671369299191106,0.24986,0.2531858826661243,,,-120.0,-118.37210211522181
0.4146,0.88,0.414600133895874,0.8675715368094369,0.24986,0.2529716084099367,,,-120.0,-118.46790537101577
0.4147,0.88,0.4147000312805176,0.8677800919143477,0.24986,0.25298581640580925,,,-120.0,-118.5453547720178
0.4148,0.88,0.41480016708374023,0.8677739947109813,0.24986,0.25289690174554236,,,-120.0,-118.5908272172577
0.41490000000000005,0.88,0.4149000644683838,0.8675127494478831,0.24986,0.2526434214494263,,,-120.0,-118.54782498966486
0.41500000000000004,0.88,0.41500020027160645,0.8669448722314195,0.24986,0.25269754734568683,,,-120.0,-118.4601973343452
0.4151,0.88,0.41510009765625,0.8665043767913051,0.24986,0.2528390528426505,,,-120.0,-118.38139108254013
0.4152,0.88,0.41519999504089355,0.8664833958258636,0.24986,0.2528997224797033,,,-120.0,-118.39305950277631
0.4153,0.88,0.4153001308441162,0.867053326987054,0.24986,0.2528089560449168,,,-120.0,-118.48549076317029
0.41540000000000005,0.88,0.41540002822875977,0.8676267931165499,0.24986,0.25266695688259405,,,-120.0,-118.6117384617644
0.41550000000000004,0.88,0.4155001640319824,0.8677973047188275,0.24986,0.25273029646727757,,,-120.0,-118.72494797931915
0.4156,0.88,0.415600061416626,0.867742894161087,0.24986,0.2526866936166884,,,-120.0,-118.68675169584525
0.4157,0.88,0.41570019721984863,0.8674122933546938,0.24986,0.2526577126188761,,,-120.0,-118.65203984446606
0.4158,0.88,0.4158000946044922,0.8670557129269097,0.24986,0.25265972017928523,,,-120.0,-118.58513262371926
0.41590000000000005,0.88,0.41589999198913574,0.8664135472965925,0.24986,0.2526452859240942,,,-120.0,-118.44690159501799
0.41600000000000004,0.88,0.4160001277923584,0.8665633768347691,0.24986,0.25264308269019997,,,-120.0,-118.43966442590542
0.4161,0.88,0.41610002517700195,0.8670145070320905,0.24986,0.2525471584081366,,,-120.0,-118.54958012050295
0.4162,0.88,0.4162001609802246,0.8674336502272271,0.24986,0.2526020011683702,,,-120.0,-118.6008808194497
0.4163,0.88,0.41630005836486816,0.8673099656409499,0.24986,0.252684151973004,,,-120.0,-118.62595074946401
0.41640000000000005,0.88,0.4164001941680908,0.8672160038126044,0.24986,0.2527576524809471,,,-120.0,-118.58651262185742
0.41650000000000004,0.88,0.4165000915527344,0.8668205996398026,0.24986,0.25268156650333246,,,-120.0,-118.57452509950049
0.4166,0.88,0.41659998893737793,0.866843118964065,0.24986,0.25271529210359917,,,-120.0,-118.47270091195573
0.4167,0.88,0.4167001247406006,0.8666255604300149,0.24986,0.25288101476668545,,,-120.0,-118.46868312812035
0.4168,0.88,0.41680002212524414,0.8667746778515067,0.24986,0.25288062864621424,,,-120.0,-118.50001256194129
0.41690000000000005,0.88,0.4169001579284668,0.8672735593055224,0.24986,0.25282907349381273,,,-120.0,-118.59062531665063
0.41700000000000004,0.88,0.41700005531311035,0.867471652789246,0.24986,0.25282988103150816,,,-120.0,-118.65936489371495
0.4171,0.88,0.417100191116333,0.8673283217953538,0.24986,0.2528448051729043,,,-120.0,-118.6241004192578
0.4172,0.88,0.41720008850097656,0.8671719229591307,0.24986,0.2528414611148006,,,-120.0,-118.64845517775734
0.4173,0.88,0.4172999858856201,0.8671350045532787,0.24986,0.2528571387650752,,,-120.0,-118.64737343503104
0.41740000000000005,0.88,0.4174001216888428,0.8669946778670793,0.24986,0.2530084513496635,,,-120.0,-118.64882339163437
0.41750000000000004,0.88,0.41750001907348633,0.8669920630262415,0.24986,0.2530368115029226,,,-120.0,-118.60756375048473
0.4176,0.88,0.417600154876709,0.8673166285376291,0.24986,0.25289489419408406,,,-120.0,-118.69589199430588
0.4177,0.88,0.41770005226135254,0.867645346913239,0.24986,0.2528486608641576,,,-120.0,-118.78253751268208
0.4178,0.88,0.4178001880645752,0.8678360471807198,0.24986,0.2528062518464379,,,-120.0,-118.77693348997744
0.41790000000000005,0.88,0.41790008544921875,0.8677183945099378,0.24986,0.2528224597483242,,,-120.0,-118.75772736964105
0.41800000000000004,0.88,0.4179999828338623,0.8674712307787371,0.24986,0.25280286304354066,,,-120.0,-118.78779861914212
0.4181,0.88,0.41810011863708496,0.8674436158585915,0.24986,0.25279419396036545,,,-120.0,-118.73059246322961
0.4182,0.88,0.4182000160217285,0.8671235743683057,0.24986,0.2528220471134155,,,-120.0,-118.65329823637937
0.4183,0.88,0.41830015182495117,0.867090406829292,0.24986,0.2527235399821285,,,-120.0,-118.65092696494546
0.4184,0.88,0.4184000492095947,0.8674561212493956,0.24986,0.25249722758024906,,,-120.0,-118.72025766570654
0.41850000000000004,0.88,0.4185001850128174,0.867903054304679,0.24986,0.25249277746846277,,,-120.0,-118.82120521909957
0.4186,0.88,0.41860008239746094,0.8678695249590497,0.24986,0.25243687999745273,,,-120.0,-118.82938945947566
0.4187,0.88,0.4186999797821045,0.8676591087985117,0.24986,0.25240878393495053,,,-120.0,-118.8573683126809
0.4188,0.88,0.41880011558532715,0.8672522894601047,0.24986,0.252321196197027,,,-120.0,-118.79428780122241
0.41890000000000005,0.88,0.4189000129699707,0.8670323320699469,0.24986,0.2523071753040309,,,-120.0,-118.74480096355482
0.41900000000000004,0.88,0.41900014877319336,0.8667429715256585,0.24986,0.25239415515622665,,,-120.0,-118.71409732717515
0.41910000000000003,0.88,0.4191000461578369,0.8671601600362835,0.24986,0.25231041178137015,,,-120.0,-118.67699013272757
0.4192,0.88,0.41920018196105957,0.8675091533440759,0.24986,0.2521552688508983,,,-120.0,-118.75474313641001
0.4193,0.88,0.4193000793457031,0.867895129173347,0.24986,0.2521326129425393,,,-120.0,-118.81018435296562
0.4194,0.88,0.4194002151489258,0.8679393937122927,0.24986,0.25221777251777977,,,-120.0,-118.81834529850337
0.41950000000000004,0.88,0.41950011253356934,0.8677881197165623,0.24986,0.25211160170338226,,,-120.0,-118.79271935018664
0.41960000000000003,0.88,0.4196000099182129,0.8672024108044312,0.24986,0.2520575140234474,,,-120.0,-118.74614956101804
0.4197,0.88,0.41970014572143555,0.8667227683807224,0.24986,0.25201865465861617,,,-120.0,-118.57209443231982
0.4198,0.88,0.4198000431060791,0.8665801686307093,0.24986,0.25219163764917935,,,-120.0,-118.5483110512632
0.41990000000000005,0.88,0.41990017890930176,0.8670366419318528,0.24986,0.25212606534359994,,,-120.0,-118.5975837883302
0.42000000000000004,0.88,0.4200000762939453,0.8675678477245974,0.24986,0.2521353941701871,,,-120.0,-118.67544976319591
0.42010000000000003,0.88,0.42010021209716797,0.8678629496570186,0.24986,0.2520960373491943,,,-120.0,-118.75498657899759
0.4202,0.88,0.4202001094818115,0.8677667089327625,0.24986,0.2522696095303539,,,-120.0,-118.75673227027845
0.4203,0.88,0.4203000068664551,0.86757856757617,0.24986,0.2521535987696385,,,-120.0,-118.71547973857994
0.4204,0.88,0.42040014266967773,0.8672294063894329,0.24986,0.25221674211323464,,,-120.0,-118.60578029749793
0.42050000000000004,0.88,0.4205000400543213,0.8664820237570883,0.24986,0.25223953143988337,,,-120.0,-118.52648677811332
0.42060000000000003,0.88,0.42060017585754395,0.8662892286080074,0.24986,0.252341288026446,,,-120.0,-118.5245424136217
0.4207,0.88,0.4207000732421875,0.8668572770523049,0.24986,0.25234411929668205,,,-120.0,-118.54080384644487
0.4208,0.88,0.42080020904541016,0.8671742777270108,0.24986,0.2522472490716054,,,-120.0,-118.65999355651581
0.42090000000000005,0.88,0.4209001064300537,0.8673327848439897,0.24986,0.25221583216907684,,,-120.0,-118.73383284806461
0.42100000000000004,0.88,0.42100000381469727,0.8670265952740307,0.24986,0.25220527811322185,,,-120.0,-118.69181676297929
0.42110000000000003,0.88,0.4211001396179199,0.8665240654471127,0.24986,0.2521557925180774,,,-120.0,-118.60900845663916
0.4212,0.88,0.4212000370025635,0.8663852212985207,0.24986,0.2522762259323439,,,-120.0,-118.54686389504363
0.4213,0.88,0.42130017280578613,0.8661420490978052,0.24986,0.2523017138711738,,,-120.0,-118.53641024802707
0.4214,0.88,0.4214000701904297,0.8663635062474645,0.24986,0.2522893001842248,,,-120.0,-118.55559278394324
0.42150000000000004,0.88,0.42150020599365234,0.866898837696472,0.24986,0.25215396534995493,,,-120.0,-118.60714904901874
0.42160000000000003,0.88,0.4216001033782959,0.8672398549404965,0.24986,0.25211059211573233,,,-120.0,-118.74551540808974
0.4217,0.88,0.42170000076293945,0.8673520889261235,0.24986,0.2522114149420847,,,-120.0,-118.75561195439408
0.4218,0.88,0.4218001365661621,0.867209210405012,0.24986,0.2521687945641564,,,-120.0,-118.69444590602362
0.4219,0.88,0.42190003395080566,0.8668699654120994,0.24986,0.25216026075678627,,,-120.0,-118.65567621937761
0.42200000000000004,0.88,0.4220001697540283,0.8659060767998696,0.24986,0.25221188228636005,,,-120.0,-118.5539939394309
0.42210000000000003,0.88,0.4221000671386719,0.8657327562470156,0.24986,0.25232631102813646,,,-120.0,-118.46374745228793
0.4222,0.88,0.42220020294189453,0.8663107952216735,0.24986,0.2523266804943174,,,-120.0,-118.55629117756206
0.4223,0.88,0.4223001003265381,0.8669640288173923,0.24986,0.2523153374187008,,,-120.0,-118.64931447383654
0.4224,0.88,0.42239999771118164,0.8671458457261254,0.24986,0.2524267487148522,,,-120.0,-118.74717220052305
0.42250000000000004,0.88,0.4225001335144043,0.8673778661696776,0.24986,0.25244521434761313,,,-120.0,-118.73027017103139
0.42260000000000003,0.88,0.42260003089904785,0.8670205258609689,0.24986,0.25241748342847914,,,-120.0,-118.73360119729101
0.4227,0.88,0.4227001667022705,0.866730315683891,0.24986,0.2524309876942923,,,-120.0,-118.63008019983154
